sponsorcode,sponsorname,locationcode,locationname,address1,address2,city,provinceshort,province,postalcode,lat,long
IGAQ,IGA SUPERMARKETS,8243,IGA EXTRA,12 PLACE DE LA TRIADE,?,POINTE-CLAIRE,QC,Quebec,H9R0A2,45.46276,-73.82308
IGAQ,IGA SUPERMARKETS,791,TRAD. S. MARTEL,54 RUE SAINT-PATRICE,?,SAINT-LIBOIRE,QC,Quebec,J0H1R0,45.65441,-72.75882
IGAQ,IGA SUPERMARKETS,8320,IGA DUCHEMIN &FRERES,1947 BOUL KELLER,?,SAINT-LAURENT,QC,Quebec,H4K2V6,45.524412,-73.712868
BW93,BAY3000 CONSULTING INC,?,?,?,?,?,?,Unknown,?,999,999
IGAQ,IGA SUPERMARKETS,262,IGA EXTRA CARREFOUR,1777 ROUTE 132,?,VARENNES,QC,Quebec,J3X1P7,45.68653,-73.439064
SHL3,SHELL CANADA,DD19,SOBEY'S ST JEAN RICH,25 RTE 104,?,SAINT-JEAN-SUR-RICHE,QC,Quebec,J2X1H2,999,999
BW61,CANADA HEARING CENTRE LTD,87,LISTENUP! CANADA,?,?,?,ON,Ontario,?,999,999
BW61,CANADA HEARING CENTRE LTD,43,HEARINGLIFE CANADA,?,?,?,BC,British Columbia,?,999,999
RM12,NATIONAL LEASING,18,NATIONAL LEASING GRP,?,?,?,ON,Ontario,?,999,999
IOMG,IRVING,J218,WINDSOR ST CRN BROOK,2 WINDSOR ST,?,CORNER BROOK,NL,Newfoundland & Labrador,A2H2R5,48.93598,-57.94384
BW81,UPPER CDN VETERINARY GRO,?,?,?,?,?,?,Unknown,?,999,999
IOMG,IRVING,2110,INVERNESS SVC CTR,15855 CENTRAL AVE,?,INVERNESS,NS,Nova Scotia,B0E1N0,46.2319,-61.3046
NAVY,OLD NAVY,3311,ST JAMES STATION,830 ST JAMES ST,?,WINNIPEG,MB,Manitoba,R3G3J7,49.88802,-97.20122
IGAQ,IGA SUPERMARKETS,8652,ST-CESAIRE,2020 ROUTE 112,?,SAINT-CESAIRE,QC,Quebec,J0L1T0,45.41438,-73.01176
GMCL,GENERAL MOTORS,D607,AMHERSTBURG CHEVROLE,432 SANDWICH ST S,?,AMHERSTBURG,ON,Ontario,N9V3R2,42.0954,-83.10817
IGAQ,IGA SUPERMARKETS,373,BOIS-DES-FILIONS,?,?,?,QC,Quebec,?,45.665005,-73.76101
IGAQ,IGA SUPERMARKETS,596,RIMOUSKI,?,?,?,QC,Quebec,?,48.436219,-68.52462
IGAQ,IGA SUPERMARKETS,308,ORSAINVILLE,?,?,?,QC,Quebec,?,46.886305,-71.291912
IGAQ,IGA SUPERMARKETS,49,RAWDON,?,?,?,QC,Quebec,?,46.037397,-73.699669
IGAQ,IGA SUPERMARKETS,224,ST-ADELE,?,?,?,QC,Quebec,?,45.953403,-74.138146
33,CENTURY 21,794,ARBUTUS REALTY,13-375 NIMPKISH DR,PO BOX 880,GOLD RIVER,BC,British Columbia,V0P1G0,49.77816,-126.05084
BW16,BAYSHORE HEALTHCARE LTD.,12,BAYSHORE HOME HEALTH,?,?,?,ON,Ontario,?,999,999
IRIS,IRIS,303,IRIS,415 RUE ELLICE,?,BEAUHARNOIS,QC,Quebec,J6N1X6,45.314511,-73.874588
IRIS,IRIS,50,IRIS,615 BOUL DE COMPORTE,?,LA MALBAIE,QC,Quebec,G5A1T1,47.655645,-70.149824
IOMG,IRVING,2506,TRI CNTY FORD SALES,389 MAIN ST,?,TATAMAGOUCHE,NS,Nova Scotia,B0K1V0,45.70747,-63.28458
IOMC,IRVING C-STORE,6701,DUNDAS TOWING SVC,1351 CUMBERLAND HILL,?,CARDIGAN,PE,Prince Edward Island,C0A1G0,46.24516,-62.62345
IOMG,IRVING,5715,MEDUCTIC GAS BAR,"10576, ROUTE 2",?,MEDUCTIC,NB,New Brunswick,E6H1J2,45.99756,-67.4977
IOMC,IRVING C-STORE,5011,GRANDE DIGUE S/S,570 ROUTE 530,?,GRANDE-DIGUE,NB,New Brunswick,E4R5K5,46.29828,-64.5597
IOBC,IRVING BULLOCH,5016,RICHARD STATION IRV,"10495, RUE PRINCIPALE",?,SAINT-LOUIS DE KENT,NB,New Brunswick,E4X1E6,46.73547,-64.96966
SBYP,SOBEYS ATL. IN-STORE PHAR,704,PORT HAWKESBURY,622 REEVES STREET,?,PORT HAWKESBURY,NS,Nova Scotia,B9A2K7,45.61575,-61.35478
SBYP,SOBEYS ATL. IN-STORE PHAR,860,MIRAMICHI ROAD,375 Miramichi Rd.,?,Oromocto,NB,New Brunswick,E2V4T4,45.83204,-66.48751
BEST,BEST WESTERN INTERNAT'NAL,C633,PROCTOR MN,?,?,?,YT,Yukon,?,999,999
19,FOUNTAIN TIRE,410,FOUNTAIN TIRE F410,1 CRESCENT RD,109,HUNTSVILLE,ON,Ontario,P1H1Z6,45.309543,-79.245083
SHL3,SHELL CANADA,DD04,SOBEYS-1280 DAGENAIS,1280 BOUL DAGENAIS O,?,LAVAL,QC,Quebec,H7L5E3,999,999
RM99,SERVICE CORPORATION INT'L,174,RAINY RIVER FH,?,?,?,ON,Ontario,?,999,999
CR87,CRYSTAL HEARING CENTER,10,CRYSTAL HEARING,?,?,?,BC,British Columbia,?,999,999
TP01,TRAVELPLUS,1024,ALGONQUIN TRAVELPLUS,16 BATH RD,?,KINGSTON,ON,Ontario,K7L1C4,44.240887,-76.512653
SPLS,STAPLES,270,NORTH BATTLEFORD,11437 RAILWAY AVENUE,?,NORTH BATTLEFORD,SK,Saskatchewan,S9A3G8,52.75947,-108.27566
SPLS,STAPLES,320,STRATHROY,"425 CARADOC STREET SOUTH,",UNIT #1,STRATHROY,ON,Ontario,N7G2P5,42.94694,-81.61251
SPLS,STAPLES,312,DARTMOUTH CROSSING,70 GALE TERRACE,?,DARTMOUTH,NS,Nova Scotia,B3B0B7,44.69867,-63.56502
SPLS,STAPLES,279,TERRACE,4645 GREIG AVENUE,?,TERRACE,BC,British Columbia,V8G5P9,54.51534,-128.59237
SPLS,STAPLES,205,ORANGEVILLE,88 FIRST STREET,?,ORANGEVILLE,ON,Ontario,L9W3J6,43.92836,-80.09992
SPLS,STAPLES,429,BOWMANVILLE,185-187 KING STREET EAST,?,BOWMANVILLE,ON,Ontario,L1C1P2,43.91051,-78.67991
SPLS,STAPLES,44,WHITBY,1615 DUNDAS STREET EAST,?,WHITBY,ON,Ontario,L1N2L1,43.8867,-78.91142
MART,MARLIN TRAVEL,1178,MARLIN TRAVEL,170 THE DONWAY WEST,SUITE 217,DON MILLS,ON,Ontario,M3C2G3,43.73541,-79.34736
CV01,CLUB VOYAGES,424,CV PLACE VERSAILLES,7275 RUE SHERBROOKE EST,?,MONTREAL,QC,Quebec,H1N1E9,45.59223,-73.54304
CV01,CLUB VOYAGES,972,CLUB VOYAGES 1001,7608 RUE CENTRALE,?,LASALLE,QC,Quebec,H8P1K9,45.43214,-73.59741
CV01,CLUB VOYAGES,939,CV LA CARAVELLE,600 SIR WILFRID-LAURIER,MAIL MONTENACH,BELOEIL,QC,Quebec,J3G4J2,45.561807,-73.207363
CV01,CLUB VOYAGES,541,CV COTE-NORD,1005 BD. LAURE,?,SEPT-ILES,QC,Quebec,G4R4S6,50.227738,-66.391713
CV01,CLUB VOYAGES,275,CV MARLIN BLAINVILLE,1356 BD. CURE-LABELLE,?,BLAINVILLE,QC,Quebec,J7C2P2,45.68875,-73.9034
MART,MARLIN TRAVEL,743,MARLIN TRAVEL,NORTHGATE CENTRE,9499 137TH AVENUE,EDMONTON,AB,Alberta,T5E5R8,53.59846,-113.4887
MART,MARLIN TRAVEL,1533,MARLIN TRAVEL,CAN WEST MALL,2945 JACKLIN ROAD,VICTORIA,BC,British Columbia,V9B5E3,48.44097,-123.51115
MART,MARLIN TRAVEL,1218,MARLIN TRAVEL,300 KING GEORGE ROAD,INSIDE WALMART,BRANTFORD,ON,Ontario,N3R5L7,43.18364,-80.28151
MART,MARLIN TRAVEL,679,MARLIN TRAVEL,MINTO PLACE,180 KENT ST,OTTAWA,ON,Ontario,K1P0B6,45.41795,-75.70155
MART,MARLIN TRAVEL,672,MARLIN TRAVEL,INSIDE WALMART,50 QUARRY EDGE DR,BRAMPTON,ON,Ontario,L6V4K2,43.70477,-79.78264
18,GOODYEAR CANADA - WEST,1090,WHEATLAND TIRE,401 SOUTH INDUSTRIAL DRIVE,?,PRINCE ALBERT,SK,Saskatchewan,S6V7L9,53.18117,-105.74364
TRUN,TOYS R US,2406,BRENTWOOD TC,4567 LOUGHEED HIGHWAY,?,BURNABY,BC,British Columbia,V5C3Z6,49.26699,-123.00049
GLOB,GLOBAL PET FOODS,152,NORTH BAY,40 CHAMPLAIN ST,?,NORTH BAY,ON,Ontario,P1B7M4,46.33231,-79.46889
MCHL,MICHAELS,3988,KITCHENER,500 FAIRWAY RD S,?,KITCHENER,ON,Ontario,N2C1X3,43.41998,-80.4498
MCHL,MICHAELS,3404,HEARTLAND CENTRE,5935 MAVIS RD,?,MISSISSAUGA,ON,Ontario,L5R3T7,43.61075,-79.69326
PALS,PREFERRED AB LIQUOR STORE,6320,LIQUOR MCLEOD LKWD,700 MCLEOD AVENUE,?,SPRUCE GROVE,AB,Alberta,T7X0C8,53.54406,-113.88496
BUDG,BUDGET RENT A CAR,0X2C,T MONTREAL EAST,7200 SHERBROOKE ST,?,MONTREAL,QC,Quebec,H1N1E7,45.588899,-73.539323
RN04,BOTANIX,943,"CHEMIM DE ST-JEAN,LA",1100 CH DE SAINT-JEAN,?,LA PRAIRIE,QC,Quebec,J5R2L5,45.41189,-73.47916
VIBL,VIVID BLUE,1047,CROWFOOTLIQUOR,307-1851 SIROCCO DR SW,?,CALGARY,AB,Alberta,T3H4R5,51.03672,-114.16879
UNIS,AUTO PLUS AUTO PART PLUS,2125,JASSUN HOLDINGS LTD.,301967 E. TRANS CANADA HWY,?,KAMPLOOPS,BC,British Columbia,V2C4A4,50.67871,-120.2832
5,SAFEWAY,2219,COCHRANE,304 5 AVENUE WEST,?,COCHRANE,AB,Alberta,T4C2A5,51.18486,-114.47752
PALS,PREFERRED AB LIQUOR STORE,122,TRACKSIDE LIQUOR ST,1031 SOUTH RAILWAY STREET,TRACKSIDE,MEDICINE HAT,AB,Alberta,T1A2W4,50.030238,-110.659835
HIEX,HOLIDAY INN EXPRESS,ULFF,LACHINE,10 888 COTE DE LIESSE,?,LACHINE,QC,Quebec,H8T1A6,45.46173,-73.72313
2,BMO BANK OF MONTREAL,672,BMO BANK OF MONTREAL,1468 MAIN ST,?,WINNIPEG,MB,Manitoba,R2W3W1,49.927616,-97.124275
PJCQ,JEAN COUTU,162,GREENFIELD PARK,"3216, BOULEVARD TASCHEREAU",?,GREENFIELD PARK,QC,Quebec,J4V2H3,45.495631,-73.483429
SHEL,SHELL CANADA,017D,9420 MacLeod Tr SW,?,?,?,AB,Alberta,?,50.970472,-114.071389
TCPL,THE CHILDREN'S PLACE,3223,CARREFOUR DE LESTRIE,3050 PORTLAND BOULEVARD,?,SHERBROOKE,QC,Quebec,J1L1K1,45.40205,-71.95203
GLOB,GLOBAL PET FOODS,95,COBOURG,471 DIVISION ST,?,COBOURG,ON,Ontario,K9A3S1,43.96595,-78.16836
SHEL,SHELL CANADA,09CD,962 Merivale Rd,962 MERIVALE ROAD,?,OTTAWA,ON,Ontario,K1Z6A2,45.38121,-75.733269
PJCQ,JEAN COUTU,466,1741 3 AVENUE,"1741, 3E AVENUE",?,VAL-D'OR,QC,Quebec,J9P1W3,48.097692,-77.820566
2,BMO BANK OF MONTREAL,374,BMO BANK OF MONTREAL,2806-32 STREET,?,VERNON,BC,British Columbia,V1T5L7,50.26206,-119.273982
SHEL,SHELL CANADA,1.00E+20,6833-177th St NW,6833 177 STREET,?,EDMONTON,AB,Alberta,T5T4K3,53.503514,-113.627247
HINN,HOLIDAY INN,FENA,FORT ERIE,1485 GARRISON ROAD,?,FORT ERIE,ON,Ontario,L2A1P8,42.9047,-78.97061
SHEL,SHELL CANADA,2122,1989 Summas Way,1989 SUMAS WAY,?,ABBOTSFORD,BC,British Columbia,V2S2L5,49.037671,-122.268575
MALO,VITROPLUS/ZIEBART,38,VP Terrebonne,1989 CHEMIN GASCON,?,TERREBONNE,QC,Quebec,J6X4H2,45.72032,-73.65942
HFGI,HILTON GARDEN INN,YULG,DORVAL AIRPORT,7880 COTE DE LIESSE,?,ST LAURENT MONTREAL,QC,Quebec,H4T1E7,45.47728,-73.70239
OSSO,SESCO,1,OSSO OSHAWA,?,?,?,ON,Ontario,?,43.88203,-78.84817
WSCA,WILLIAMS-SONOMA,536,WS EATON CENTRE,220 YONGE STREET SPACE C17,?,TORONTO,ON,Ontario,M5B2H1,43.65413,-79.38066
17,GOODYEAR CANADA - EAST,1166,COAST TIRE & AUTO,1735 BEDFORD HWY,?,BEDFORD,NS,Nova Scotia,B4A1G3,44.739619,-63.654416
HBCR,HBC REWARDS,1554,BAY,YORKDALE PLAZA,3401 DUFFERIN ST. (HWY. 401),NORTH YORK,ON,Ontario,M6A2T9,43.72722,-79.45745
SHEL,SHELL CANADA,3877,110 2189 Springfield,2189 SPRINGFIELD ROAD,?,KELOWNA,BC,British Columbia,V1Y7X1,49.877076,-119.439585
13,NATIONAL TILDEN,L223,BRESLAU,4881 FOUNTAIN STREET NORTH,?,BRESLAU,ON,Ontario,N0B1M0,43.45308,-80.39111
CRST,CARSTAR AUTOMOTIVE CANADA,4,CARSTAR HAM RYMAL,1124 RYMAL RD E,UPPER OTTAWA & HWY 53,HAMILTON,ON,Ontario,L8W3N7,43.19012,-79.84339
NSLL,NOVA SCOTIA LIQUOR,2202,BEDFORD PLACE,1650 BEDFORD HIGHWAY,?,BEDFORD,NS,Nova Scotia,B4A4J7,44.73356,-63.65599
2,BMO BANK OF MONTREAL,738,BMO BANK OF MONTREAL,300 222 BASELINE RD,?,SHERWOOD PARK,AB,Alberta,T8H1S8,53.54138,-113.316806
DEMF,DAOUST & MICHEL FORGET,D187,999 bl.Perigny Chamb,999 BOUL DE PERIGNY,?,CHAMBLY,QC,Quebec,J3L4P3,45.44812,-73.29268
RN15,RO-NA HARDWARE,9971,RONA - LAKEVIEW BUIL,523 MC GAUGHEY AVENUE,?,NORTH BAY,ON,Ontario,P1B8H2,46.31103,-79.44318
RN15,RO-NA HARDWARE,6239,RONA-301 WYE RD S-81,301 WYE RD SUITE 81,?,SHERWOOD PARK,AB,Alberta,T8B0A4,53.51204,-113.31153
33,CENTURY 21,6016,SERVICES PLUS,"5855 BOUL. TASCHEREAU, BUR",?,BROSSARD,QC,Quebec,J4Z1A5,45.4775,-73.46565
LCBO,LCBO,620,Bank St Ottawa,1980 BANK STREET,OTTAWA DISTRIBUTION DEPOT,OTTAWA,ON,Ontario,K1V0E8,45.36632,-75.66101
CATT,CAT THE RENTAL STORE,406,FORT MCMURRAY,HWY 63 N OF CONFERDATION,?,FORT MCMURRAY,AB,Alberta,T9H3G6,56.72288,-111.36347
2,BMO BANK OF MONTREAL,688,BMO BANK OF MONTREAL,5680 BOUL. DES LAURENTIDES,?,LAVAL,QC,Quebec,H7K2K2,45.628079,-73.752015
PJCQ,JEAN COUTU,135,740 AVE BUCKINGHAM,"740, AVENUE DE BUCKINGHAM",?,BUCKINGHAM,QC,Quebec,J8L2H8,45.579153,-75.412461
LCBO,LCBO,564,Village Square,2946 FINCH AVENUE EAST,VILLAGE SQUARE,TORONTO,ON,Ontario,M1W2T4,43.793711,-79.329221
PPDM,PHARMA PLUS DRUGMARTS,2055,YONGE-EGLINTON CTR,2300 YONGE STREET,?,TORONTO,ON,Ontario,M4P1E4,43.70703,-79.39851
2,BMO BANK OF MONTREAL,797,BMO BANK OF MONTREAL,124 CLARENCE ST.,?,PORT COLBORNE,ON,Ontario,L3K2G1,42.892858,-79.242698
BUDG,BUDGET RENT A CAR,4133,CAMPBELL RIVER CA,2000 JUBILEE PARKWAY,CAMPBELL RIVER MUNICIPAL APT,CAMPBELL RIVER,BC,British Columbia,V9H1T5,49.95547,-125.26638
SHEL,SHELL CANADA,080B,389 Ontario St,389 ONTARIO STREET,?,ST CATHARINES,ON,Ontario,L2R5L3,43.17761,-79.26673
LUMN,LUMEN,21,LUMEN LACHENAIE,1117 RUE DE L'EXPRESS,?,TERREBONNE,QC,Quebec,J6W0A2,45.71262,-73.61811
RN10,RONA L'EXPRESS MATERIAUX,1640,"Dollard,Baie-Comeau","19, DOLLARD",?,BAIE-COMEAU,QC,Quebec,G4Z1L3,49.21937,-68.15889
RXAL,REXALL DRUG STORES,6948,MARLEE GUARDIAN,249 MARLEE AVE-UNIT B,?,TORONTO,ON,Ontario,M6B4B8,43.70593,-79.44245
PJCQ,JEAN COUTU,277,908 MALONEY EST,"908, BOULEVARD MALONEY EST",?,GATINEAU,QC,Quebec,J8P1H5,45.488599,-75.598726
SHEL,SHELL CANADA,1CC6,2405 St Johns St,2405 ST JOHNS STREET,?,PORT MOODY,BC,British Columbia,V3H2B2,49.276657,-122.858506
PEPL,PEOPLES JEWELLERS,5998,PEOPLES ONLINE,61 MCPHERSON ST.,?,MARKHAM,ON,Ontario,L3R3L3,43.83178,-79.33394
TCPL,THE CHILDREN'S PLACE,3002,LES GALERIES JOLIETT,1075 BOUL FIRESTONE,?,JOLIETTE,QC,Quebec,J6E6X6,46.03206,-73.42817
RN09,CORPORATIF,521,FRANCOIS LESPERANCE,1505 CH GASCON,?,TERREBONNE,QC,Quebec,J6X2Z6,45.71284,-73.65329
33,CENTURY 21,2693,GRAND REALTY INC.,415-A FAIRVIEW DRIVE,?,BRANTFORD,ON,Ontario,N3R7M3,43.17237,-80.24945
CARP,UNITED FLOORS,531,GREENFIELD PARK,"310, RUE GLADSTONE",?,GREENFIELD PARK,QC,Quebec,J4V2P7,45.49301,-73.48016
BUDG,BUDGET RENT A CAR,3742,LAJEUNESSE TRUCKS,10830 BOULEVARD LA JEUNESSE,?,MONTREAL,QC,Quebec,H3L2E8,45.55566,-73.67017
MLCC,MANITOBA LIQ CONTROL COMM,18,Fort Garry,1235 PEMBINA HWY,FORT GARRY,WINNIPEG,MB,Manitoba,R3T2A9,49.843461,-97.153601
HBCR,HBC REWARDS,5125,HOME OUTFITTERS,KANATA CENTRUM,255 KANATA AVENUE,KANATA,ON,Ontario,K2T1K5,45.31229,-75.90615
33,CENTURY 21,732,DESERT HILLS REALTY,867 VICTORIA ST,?,KAMLOOPS,BC,British Columbia,V2C2B7,50.67518,-120.3193
13,NATIONAL TILDEN,L2AL,SEPT ILES,289 BLVD LAURE,?,SEPT ILES,QC,Quebec,G4R1W8,50.20834,-66.36979
RXAL,REXALL DRUG STORES,6924,QUEEN ST & ALLAN DR,405 QUEEN STREET SOUTH,?,BOLTON,ON,Ontario,L7E2B5,43.87206,-79.72728
LCBO,LCBO,261,Lakefield,2 NICHOLS ST,?,LAKEFIELD,ON,Ontario,K0L2H0,44.421005,-78.270597
HINN,HOLIDAY INN,YCAT,CALGARY,"1250 MCKINNON DR., N.E.",?,CALGARY,AB,Alberta,T2E7T7,51.06587,-114.01129
CRST,CARSTAR AUTOMOTIVE CANADA,1004,CARSTAR EDMONTON S,10350 72 AVE NW,104TH & 72ND AVE (CALGARY TRA,EDMONTON,AB,Alberta,T6E0Z4,53.50849,-113.49676
2,BMO BANK OF MONTREAL,663,BMO BANK OF MONTREAL,350 CONCEPTION BAY HWY,?,CONCEPTION BAY SOUTH,NL,Newfoundland & Labrador,A1X7A3,47.50901,-52.978783
LCBO,LCBO,544,Stanley Park Plaza,1005 OTTAWA STREET NORTH,STANLEY PARK PLAZA,KITCHENER,ON,Ontario,N2A1H2,43.450479,-80.44448
UPZB,UNIGLASSPLUS/ZIEBART,3034,UGPZ WHITBY,401 HOPKINS ST,?,WHITBY,ON,Ontario,L1N2C2,43.87782,-78.91949
2,BMO BANK OF MONTREAL,300,BMO BANK OF MONTREAL,2025 CORYDON AVE,?,WINNIPEG,MB,Manitoba,R3P0N5,49.866617,-97.211381
2,BMO BANK OF MONTREAL,833,BMO BANK OF MONTREAL,5800 MAVIS ROAD,?,MISSISSAUGA,ON,Ontario,L5V3B7,43.608059,-79.690405
APDO,METRO,85,Roseborough Centre,1240 EGLINTON AVE. W,ROSEBOROUGH CENTRE,MISSISSAUGA,ON,Ontario,L5V1N3,43.579236,-79.683633
13,NATIONAL TILDEN,YEGT,EDMONTON,PARKADE LOWER LEVEL,?,EDMONTON,AB,Alberta,T5J2T2,53.56821,-113.52078
RN15,RO-NA HARDWARE,3222,"Welwood Dr,Uxbridge",8 WELWOOD DRIVE,?,UXBRIDGE,ON,Ontario,L9P1Z7,44.08903,-79.13156
LCBO,LCBO,641,501 APPLEBY LINE,501 APPLEBY LINE,?,BURLINGTON,ON,Ontario,L7L2Y1,43.36805,-79.7545
APDO,METRO,752,Yonge Eglinton Centre,2300 YONGE ST.,YONGE EGLINTON CENTRE,TORONTO,ON,Ontario,M4P1E4,43.707035,-79.398508
HFHH,HILTON,YOWO,LAC LEAMY,3 BOULEVARD DU CASINO BLVD,?,HULL,QC,Quebec,J8Y6X4,45.44868,-75.7281
PEPL,PEOPLES JEWELLERS,5274,HILLCREST MALL,9350 YONGE ST.,?,RICHMOND HILL,ON,Ontario,L4C5G2,43.8546,-79.435781
VL01,VOYAGES EN LIBERTE,241,VEL INTERVOYRIMOUSKI,"80, rue St-Germain Est",?,RIMOUSKI,QC,Quebec,G5L3H8,48.45265,-68.52445
33,CENTURY 21,2984,RIVER-VALLEY REALTY,110C-600 MAIN STREET,?,SAINT JOHN,NB,New Brunswick,E2K1J5,45.27563,-66.07207
SHEL,SHELL CANADA,009E,2016 McCallum Rd,2016 MCCALLUM ROAD,?,ABBOTSFORD,BC,British Columbia,V2S3N4,49.039059,-122.293197
19,FOUNTAIN TIRE,189,FOUNTAIN TIRE F189,2924 JACKLIN ROAD,?,VICTORIA,BC,British Columbia,V9B3Y5,48.44315,-123.51058
PJCQ,JEAN COUTU,441,POINTE GATINEAU,195 BOUL.GREBER,?,POINTE-GATINEAU,QC,Quebec,J8T3R1,45.47093,-75.7008
2,BMO BANK OF MONTREAL,299,BMO BANK OF MONTREAL,4928 HANKIN ST,?,THORSBY,AB,Alberta,T0C2P0,53.227343,-114.050634
BUDG,BUDGET RENT A CAR,0WBM,T OKOTOKS TRUCKS,101 NORTHGATE DRIVE,?,OKOTOKS,AB,Alberta,T1S1A8,50.72536,-113.97283
HIEX,HOLIDAY INN EXPRESS,LWEX,KELOWNA,2429 HIGHWAY 97 NORTH,?,KELOWNA,BC,British Columbia,V1X4J2,49.88602,-119.42532
SHEL,SHELL CANADA,073A,627 Dixon Rd,627 DIXON ROAD,?,REXDALE,ON,Ontario,M9W1H7,43.69008,-79.57695
SHEL,SHELL CANADA,1GE8,2001 North Park Dr,2001 NORTH PARK DRIVE,?,BRAMPTON,ON,Ontario,L6S5Z9,43.74849,-79.72733
LCBO,LCBO,116,Elmira,31 CHURCH STREET WEST,?,ELMIRA,ON,Ontario,N3B1M2,43.600111,-80.560059
5,SAFEWAY,820,FORT ST. JOHN,9123 100 STREET,?,FORT ST JOHN,BC,British Columbia,V1J3X3,56.2376,-120.84733
RN15,RO-NA HARDWARE,6133,"Highway #1 West,Salm",2430 HIGHWAY 1 WEST,?,SALMON ARM,BC,British Columbia,V1E4N2,50.69252,-119.31354
SOLN,MIRROR LOUNGE,2601,OBLIC FLEURY,1230 FLEURY EST,?,MONTREAL,QC,Quebec,H2C1K1,45.55939,-73.65812
BEST,BEST WESTERN INTERNAT'NAL,C188,COQUITLAM BC,725 Brunette Ave,?,Coquitlam,BC,British Columbia,V3K1C3,49.23511,-122.8772
SHEL,SHELL CANADA,035B,404 St Clair St,404 ST. CLAIR STREET,?,CHATHAM,ON,Ontario,N7L3K2,42.4149,-82.19997
2,BMO BANK OF MONTREAL,861,BMO BANK OF MONTREAL,6908 NORTH ISLAND HIGHWAY #1,?,NANAIMO,BC,British Columbia,V9V1P6,49.240223,-124.053998
IGAQ,IGA SUPERMARKETS,8654,BEAUBIEN,2346 RUE BEAUBIEN EST,?,MONTREAL,QC,Quebec,H2G1M9,45.547685,-73.592653
IRIS,IRIS,363,IRIS,885 DU SEMINAIRE NORD,?,ST-JEAN-SUR-RICHELIEU,QC,Quebec,J3A1J2,45.33137,-73.26787
BUDG,BUDGET RENT A CAR,0X0Z,KITCHENER,696 FAIRWAY RD S,?,KITCHENER,ON,Ontario,N2C1X3,43.419455,-80.453194
PJCQ,JEAN COUTU,249,3347 DES SOURCES,"3347, BOULEVARD DES SOURCES",?,DOLLARD-DES-ORMEAUX,QC,Quebec,H9B1Z8,45.485605,-73.797719
5,SAFEWAY,283,CASTLERIDGE,55 CASTLERIDGE BOULEVARD NE,?,CALGARY,AB,Alberta,T3J3J8,51.10016,-113.96153
HFGI,HILTON GARDEN INN,YYMT,MISSISSAUGA,1870 MATHESON BLVD,?,MISSISSAUGA,ON,Ontario,L4W0B3,43.63901,-79.62052
RN15,RO-NA HARDWARE,3156,"Parkdale Ave North,H",633 PARKDALE AVE NORTH,?,HAMILTON,ON,Ontario,L8H5Z1,43.25314,-79.78516
PEPL,PEOPLES JEWELLERS,5468,NORTH HILL CENTRE,1632 14TH AVE. NW #1741,?,CALGARY,AB,Alberta,T2N1M7,51.06449,-114.09746
2,BMO BANK OF MONTREAL,821,BMO BANK OF MONTREAL,2 HEBERT RD. UNIT 200,?,ST.ALBERT,AB,Alberta,T8N5T8,53.621763,-113.608868
HICR,CROWNE PLAZA,EGCA,EDMONTON,10111 BELLAMY HILL,?,EDMONTON,AB,Alberta,T5J1N7,53.53926,-113.49425
GLOB,GLOBAL PET FOODS,203,NEW MINAS,8927 COMMERCIAL ST,?,NEW MINAS,NS,Nova Scotia,B4N3E1,45.06843,-64.46442
HINN,HOLIDAY INN,URCA,BURLINGTON,3063 S. SERVICE RD.,?,BURLINGTON,ON,Ontario,L7N3E9,43.35355,-79.80032
BUDG,BUDGET RENT A CAR,3372,VICTORIA,2916 JACKLIN ROAD,?,VICTORIA,BC,British Columbia,V9B3T1,48.44518,-123.49549
NSLC,NOVA SCOTIA LIQUOR,2154,YOUNG STREET,6141 YOUNG STREET,?,HALIFAX,NS,Nova Scotia,B3K2A5,44.65778,-63.60508
SHEL,SHELL CANADA,2093,294 Boul Smith Sud,?,?,?,QC,Quebec,?,46.100599,-71.317311
PEPL,PEOPLES JEWELLERS,5186,CATARAQUI TOWN CENTR,945 GARDINERS ROAD,?,KINGSTON,ON,Ontario,K7M7H4,44.257643,-76.568849
SHEL,SHELL CANADA,3.00E+58,"9400 HWY 27, Woodbridge",9400 HIGHWAY 27,?,WOODBRIDGE,ON,Ontario,L4L1A7,43.81553,-79.63057
33,CENTURY 21,762,FOOTHILLS,155-200 4 AVE S,?,LETHBRIDGE,AB,Alberta,T1J4C9,49.69404,-112.84371
LAWT,LAWTONS,80,NFLD WHOLESALE DIVIS,1 HOME ST,?,MOUNT PEARL,NL,Newfoundland & Labrador,A1N4T5,47.51718,-52.84433
SHOE,THE SHOE COMPANY,313,Dartmouth Crossing,33 LEMLAIR ROW,DARTMOUTH CROSSING,DARTMOUTH,NS,Nova Scotia,B3B0C6,44.69901,-63.56598
SHOE,THE SHOE COMPANY,312,Savanger Power Centre,85 ABERDEEN AVE.,SAVANGER POWER CENTRE,ST. JOHN'S,NL,Newfoundland & Labrador,A1A5P6,47.61776,-52.71587
BUDG,BUDGET RENT A CAR,0WRJ,OTTAWA,1899 MERRIVALE ROAD,?,OTTAWA,ON,Ontario,K2G1E7,45.33086,-75.72159
BOST,BOSTON PIZZA INTERN'AL,454,DUFFERIN MALL,900 DUFFERIN STREET,?,TORONTO,ON,Ontario,M6H4B1,43.656927,-79.434363
